Digitizer
ch.0:  TRUE 	 ch.1:  FALSE 	 DC offset 0: 0 	 DC offset 1: 0 	 act ch:  0 	trig mode:  FALSE 	 rise time:  8 	 trig mean:  8 	 trig thr 0:  30 	 trig thr 1:  10 	gate mode:  FALSE 	 gate width:  504 	 pre gate:  152 	 holdoff:  504 	bsln mean:  16 	 bsln thr:  8 	 noflattime:  512 	GPO:  2 	 coinc:  FALSE 	 coinc time:  0 
PSAU
ch.0:  TRUE 	 ch.1:  FALSE 	 Vset 0:  70,879997 	 Vset 1:  71,000000 	 Gain0:  32 	 Gain1:  32 	 comp0:  FALSE 	 comp1:  FALSE 	 thr0:  -14,000000 	 thr1:  -15,000000 	 width0:  110 	 width1:  110 	 DOUT0:  TRUE 	 DOUT1:  FALSE 	 outputlevel:  TTL 	 coinc:  FALSE 	 coinc time:  20 

Vmon 0:  70,769997 	 Vmon 1:  0,000000 	 Temp 0:  23,600000 	 Temp 1:  20,900000 	 Temp board:  25,600000 
day&time: 01gen02061144

-996,500	0,000
-988,500	0,000
-980,500	0,000
-972,499	0,000
-964,499	0,000
-956,499	0,000
-948,499	0,000
-940,499	0,000
-932,499	0,000
-924,498	0,000
-916,498	0,000
-908,498	0,000
-900,498	0,000
-892,498	0,000
-884,498	0,000
-876,497	0,000
-868,497	0,000
-860,497	0,000
-852,497	0,000
-844,497	0,000
-836,497	0,000
-828,496	0,000
-820,496	0,000
-812,496	0,000
-804,496	0,000
-796,496	0,000
-788,496	0,000
-780,495	0,000
-772,495	0,000
-764,495	0,000
-756,495	0,000
-748,495	0,000
-740,495	0,000
-732,494	0,000
-724,494	0,000
-716,494	0,000
-708,494	0,000
-700,494	0,000
-692,494	0,000
-684,493	0,000
-676,493	0,000
-668,493	0,000
-660,493	0,000
-652,493	0,000
-644,493	0,000
-636,492	0,000
-628,492	0,000
-620,492	0,000
-612,492	0,000
-604,492	0,000
-596,492	0,000
-588,491	0,000
-580,491	0,000
-572,491	0,000
-564,491	0,000
-556,491	0,000
-548,491	0,000
-540,490	0,000
-532,490	0,000
-524,490	0,000
-516,490	0,000
-508,490	0,000
-500,490	0,000
-492,489	0,000
-484,489	0,000
-476,489	0,000
-468,489	0,000
-460,489	0,000
-452,489	0,000
-444,488	0,000
-436,488	0,000
-428,488	0,000
-420,488	0,000
-412,488	0,000
-404,488	0,000
-396,487	0,000
-388,487	0,000
-380,487	0,000
-372,487	0,000
-364,487	0,000
-356,487	0,000
-348,486	0,000
-340,486	0,000
-332,486	0,000
-324,486	1,000
-316,486	0,000
-308,486	0,000
-300,485	0,000
-292,485	1,000
-284,485	0,000
-276,485	0,000
-268,485	0,000
-260,485	1,000
-252,484	1,000
-244,484	0,000
-236,484	1,000
-228,484	2,000
-220,484	0,000
-212,484	2,000
-204,483	3,000
-196,483	1,000
-188,483	0,000
-180,483	0,000
-172,483	1,000
-164,483	2,000
-156,482	1,000
-148,482	4,000
-140,482	1,000
-132,482	4,000
-124,482	10,000
-116,482	2,000
-108,481	6,000
-100,481	10,000
-92,481	9,000
-84,481	13,000
-76,481	25,000
-68,481	29,000
-60,480	35,000
-52,480	68,000
-44,480	61,000
-36,480	116,000
-28,480	178,000
-20,480	276,000
-12,479	441,000
-4,479	629,000
3,521	870,000
11,521	1071,000
19,521	1319,000
27,521	1425,000
35,522	1672,000
43,522	1563,000
51,522	1513,000
59,522	1357,000
67,522	1178,000
75,522	902,000
83,523	680,000
91,523	552,000
99,523	376,000
107,523	228,000
115,523	165,000
123,523	97,000
131,524	81,000
139,524	56,000
147,524	32,000
155,524	47,000
163,524	45,000
171,524	38,000
179,525	35,000
187,525	30,000
195,525	34,000
203,525	35,000
211,525	35,000
219,525	32,000
227,526	30,000
235,526	23,000
243,526	24,000
